fB1,fM1,fM2,fM3,
0.4618352672074258,0.392589089083305,0.353831361348101,0.253579549568594
0.475,0.398068415635956,0.350096030416705,0.251835553947339
0.5,0.408269512127875,0.343041558018269,0.248688929853856
0.55,0.427810593483034,0.329136324509401,0.243053082007566
0.6,0.446118997942505,0.315587958153507,0.238293043903987
0.65,0.463133712103319,0.302480541175573,0.234385746721107
0.7,0.478837749198248,0.289875695929200,0.231286554872552
0.75,0.493252284154550,0.277812980147988,0.228934735697462
0.8,0.506428483547199,0.266312153250316,0.227259363202486
0.85,0.518438641791302,0.255376553023996,0.226184805184702
0.9,0.529367901032363,0.244996856409385,0.225635242558252
0.95,0.539307326207406,0.235154678400249,0.225537995392345
